event_id,high_risk_flag,pred_loss_informed_proba,pred_pre_loss_proba,pred_loss_informed_flag,pred_pre_loss_flag
EVT-00184,0,0.0230037751412662,0.11952807413638886,0,0
EVT-00185,0,0.02462535795311749,0.515455007616862,0,1
EVT-00186,1,0.9067269276802062,0.43813958057197017,1,0
EVT-00187,0,0.02522383565760267,0.11661425599847075,0,0
EVT-00188,0,0.03345308657763353,0.13604025400954337,0,0
EVT-00189,0,0.024115126128656572,0.19794630012591286,0,0
EVT-00190,0,0.027204970724302086,0.21571285103785312,0,0
EVT-00191,0,0.02613188070758775,0.3211224204240983,0,0
EVT-00192,0,0.01588404329195093,0.4999548904382057,0,0
EVT-00193,0,0.25870440783746756,0.10131397911120596,0,0
EVT-00194,0,0.02216612521774801,0.3768387349357947,0,0
EVT-00195,0,0.015782834309343567,0.47694982073617886,0,0
EVT-00196,0,0.020174319980668206,0.3153070241818088,0,0
EVT-00197,0,0.013327937484700849,0.40787004878619154,0,0
EVT-00198,0,0.030117019508269297,0.4639854186769713,0,0
EVT-00199,0,0.025595167795770486,0.5081346380981684,0,1
EVT-00200,0,0.015526265543772885,0.07634931636418564,0,0
EVT-00201,0,0.016925299056338584,0.4467423856268551,0,0
EVT-00202,0,0.007959584488665114,0.34218341208908165,0,0
EVT-00203,0,0.011169663358659812,0.3088735567090226,0,0
EVT-00204,0,0.02802465666363816,0.3311772409984243,0,0
EVT-00205,0,0.01170536912190702,0.11408992427209261,0,0
EVT-00206,0,0.022890802596805836,0.6074830790703438,0,1
EVT-00207,1,0.9701323114492378,0.2888257552010582,1,0
EVT-00208,0,0.02323227228741882,0.5725849769484328,0,1
EVT-00209,0,0.003532386546896002,0.024395063782410284,0,0
EVT-00210,0,0.030117019508269297,0.4639854186769713,0,0
EVT-00211,1,0.9831025173589357,0.5627330531145203,1,1
EVT-00212,0,0.024456354758692445,0.5024893612347845,0,1
EVT-00213,0,0.026715315529557616,0.7660029652782794,0,1
EVT-00214,1,0.983669300411153,0.7798151595569001,1,1
EVT-00215,0,0.023704190226757012,0.18410677986680693,0,0
EVT-00216,1,0.9866925061074349,0.47694982073617886,1,0
EVT-00217,0,0.019818750813085106,0.5544181490508308,0,1
EVT-00218,0,0.021353075480719495,0.5551280582055161,0,1
EVT-00219,0,0.04213538146085845,0.5677899369839104,0,1
EVT-00220,0,0.008810857824550827,0.407750160885735,0,0
EVT-00221,0,0.010135018300528636,0.4618598121460932,0,0
EVT-00222,0,0.017065523856643557,0.7029130162730981,0,1
EVT-00223,0,0.026166914445329755,0.4949300674049534,0,0
EVT-00224,1,0.9739230953812219,0.6074830790703438,1,1
EVT-00225,0,0.026225962287286277,0.1446345158535491,0,0
EVT-00226,0,0.020322686077028775,0.4633846337615451,0,0
EVT-00227,0,0.025106316278490106,0.1926669097248202,0,0
EVT-00228,1,0.9823251209069613,0.5544181490508308,1,1
EVT-00229,0,0.015526265543772885,0.35119270418380627,0,0
EVT-00230,0,0.021005282387554315,0.10718256594346752,0,0
EVT-00231,0,0.0153263713211101,0.26947485710784097,0,0
EVT-00232,1,0.9731412067438752,0.6291987102289129,1,1
EVT-00233,0,0.02154483128754622,0.5253366465818026,0,1
EVT-00234,0,0.017342221159712606,0.4793937995901112,0,0
EVT-00235,0,0.011169663358659812,0.3088735567090226,0,0
EVT-00236,0,0.03406936809880245,0.45146954432320496,0,0
EVT-00237,0,0.03345308657763353,0.13604025400954337,0,0
EVT-00238,0,0.02325541645806789,0.15547669657746888,0,0
EVT-00239,0,0.005786291410471153,0.39765968802650886,0,0
EVT-00240,0,0.019650054428684213,0.5061495581735611,0,1
EVT-00241,0,0.012741899183337695,0.3154992691152062,0,0
EVT-00242,1,0.9069934781263425,0.5122172833024965,1,1
EVT-00243,0,0.03840118759395123,0.4007076003699891,0,0
EVT-00244,0,0.025313115115326097,0.34520918292031566,0,0
EVT-00245,0,0.0,0.27147180431145707,0,0
EVT-00246,0,0.0018984342780400303,0.061930712424138924,0,0
EVT-00247,0,0.005927679533716403,0.49266357819155315,0,0
EVT-00248,0,0.025106316278490106,0.1926669097248202,0,0
EVT-00249,0,0.0223317764594791,0.44792905154889867,0,0
EVT-00250,0,0.01588404329195093,0.4999548904382057,0,0
EVT-00251,0,0.018900236466345626,0.10131397911120596,0,0
EVT-00252,0,0.026225962287286277,0.6658733845025538,0,1
EVT-00253,0,0.01594646955591719,0.4130869866855707,0,0
EVT-00254,0,0.03520286367506429,0.6509039830562298,0,1
EVT-00255,1,0.9232160934286441,0.47926436610027434,1,0
EVT-00256,0,0.007959584488665114,0.34664522180783813,0,0
EVT-00257,0,0.018046330721281846,0.5483094267064336,0,1
EVT-00258,0,0.01170536912190702,0.11408992427209261,0,0
EVT-00259,0,0.016365278299665952,0.29124893416638836,0,0
EVT-00260,0,0.005786291410471153,0.39765968802650886,0,0
EVT-00261,0,0.026166914445329755,0.4949300674049534,0,0
EVT-00262,0,0.004064705117212539,0.020471400260052043,0,0
EVT-00263,0,0.012541495814498071,0.19636781429817216,0,0
EVT-00264,0,0.017754282318099855,0.6664063155381525,0,1
EVT-00265,0,0.0,0.27147180431145707,0,0
EVT-00266,1,0.9554711686988338,0.3503868572425555,1,0
EVT-00267,1,0.9518548086273777,0.4993250740078858,1,0
EVT-00268,0,0.023704190226757012,0.18410677986680693,0,0
EVT-00269,0,0.02741429766162338,0.44901203517694,0,0
EVT-00270,0,0.01631034258897741,0.11462267237040105,0,0
EVT-00271,0,0.028308737186860406,0.44861975814386895,0,0
EVT-00272,0,0.030827274889436387,0.6591134377869937,0,1
EVT-00273,0,0.004985823234418422,0.06529391009453986,0,0
EVT-00274,0,0.024456354758692445,0.5715766740999395,0,1
EVT-00275,0,0.029310982111019887,0.3503868572425555,0,0
EVT-00276,0,0.04879474297430982,0.7153884428277311,0,1
EVT-00277,0,0.003532386546896002,0.06430638119151377,0,0
EVT-00278,0,0.030625774950976917,0.5842623674676831,0,1
EVT-00279,0,0.012325461470623786,0.3348302023239468,0,0
EVT-00280,0,0.03403912216444739,0.6208373516119807,0,1
EVT-00281,0,0.005012406947890818,0.3246412894699199,0,0
EVT-00282,0,0.03406936809880245,0.45146954432320496,0,0
EVT-00283,0,0.029547405621145897,0.20272583078169465,0,0
EVT-00284,0,0.022545431979209968,0.42553170958922476,0,0
EVT-00285,0,0.02273325848746901,0.47534232256286646,0,0
EVT-00286,1,0.989443779202465,0.49266357819155315,1,0
EVT-00287,0,0.020076336269341712,0.7430251846251615,0,1
EVT-00288,0,0.025595167795770486,0.16921095875786463,0,0
EVT-00289,0,0.017342221159712606,0.5516165655864345,0,1
EVT-00290,1,0.9371064726861578,0.3595797937292251,1,0
EVT-00291,0,0.016365278299665952,0.29124893416638836,0,0
EVT-00292,1,0.9701380061200735,0.4528245460488708,1,0
EVT-00293,0,0.0029754526414574904,0.03583725499605301,0,0
EVT-00294,0,0.02384926214920388,0.5424388347549982,0,1
EVT-00295,1,0.8501075281604993,0.42942623161531746,1,0
EVT-00296,0,0.003092731995652981,0.2993670295745915,0,0
EVT-00297,0,0.029310982111019887,0.6360393982099184,0,1
EVT-00298,0,0.006316113950936865,0.316131281760652,0,0
EVT-00299,0,0.014135385268065136,0.10060307665277002,0,0
EVT-00300,0,0.02802465666363816,0.3311772409984243,0,0
EVT-00301,0,0.02372097725612316,0.43813958057197017,0,0
EVT-00302,0,0.003866936571761476,0.2948549362580946,0,0
EVT-00303,0,0.0005507134593135363,0.01711914498121788,0,0
EVT-00304,0,0.032205536321575134,0.181294939793603,0,0
EVT-00305,0,0.027204970724302086,0.6291987102289129,0,1
EVT-00306,0,0.0011490183456710657,0.07619361849846723,0,0
EVT-00307,0,0.005279692005943652,0.07460349116045176,0,0
EVT-00308,0,0.0,0.27147180431145707,0,0
EVT-00309,0,0.010661932709780818,0.5874258428201588,0,1
EVT-00310,0,0.021241000832888355,0.5168687129757308,0,1
EVT-00311,0,0.015782834309343567,0.47694982073617886,0,0
EVT-00312,0,0.022278295504808508,0.33290090124712096,0,0
EVT-00313,0,0.004064705117212539,0.3284897077103409,0,0
EVT-00314,0,0.02867431019369501,0.3289025481080631,0,0
EVT-00315,0,0.0029754526414574904,0.030024826056421594,0,0
EVT-00316,0,0.019496093155943337,0.4086260879704496,0,0
EVT-00317,0,0.029310982111019887,0.3503868572425555,0,0
EVT-00318,0,0.026520814695656283,0.6661174423179758,0,1
EVT-00319,0,0.0029754526414574904,0.03583725499605301,0,0
EVT-00320,0,0.025106316278490106,0.1926669097248202,0,0
EVT-00321,0,0.0,0.03210400075510196,0,0
EVT-00322,0,0.020322686077028775,0.36300148071464955,0,0
EVT-00323,0,0.017516626270912085,0.0752535822099249,0,0
EVT-00324,0,0.02612474470671336,0.2608494585258251,0,0
EVT-00325,0,0.0011490183456710657,0.36638077175214356,0,0
EVT-00326,0,0.021005282387554315,0.43739277547060434,0,0
EVT-00327,0,0.030117019508269297,0.4639854186769713,0,0
EVT-00328,0,0.01838838392077949,0.20626795819351187,0,0
EVT-00329,0,0.015867366061569844,0.10224493650889858,0,0
EVT-00330,1,0.6173978263377186,0.42942623161531746,1,0
EVT-00331,1,0.9769408433248513,0.5569802626800751,1,1
EVT-00332,0,0.004985823234418422,0.07193739436781964,0,0
EVT-00333,0,0.030625774950976917,0.25652175458076065,0,0
EVT-00334,0,0.020630444749574126,0.31726369607209315,0,0
EVT-00335,1,0.9684285168102659,0.47534232256286646,1,0
EVT-00336,0,0.020322686077028775,0.36300148071464955,0,0
EVT-00337,0,0.0153383056325396,0.5716504335309655,0,1
EVT-00338,0,0.003532386546896002,0.02302240924314224,0,0
EVT-00339,0,0.03403912216444739,0.5130579681787595,0,1
EVT-00340,0,0.005530981465338206,0.09538685982664814,0,0
EVT-00341,0,0.017516626270912085,0.0752535822099249,0,0
EVT-00342,1,0.9819941216756015,0.6333143686069893,1,1
EVT-00343,0,0.02613188070758775,0.3211224204240983,0,0
EVT-00344,1,0.9822275405266683,0.6794185491010917,1,1
EVT-00345,0,0.01170536912190702,0.11408992427209261,0,0
EVT-00346,0,0.01594646955591719,0.1358759049509317,0,0
EVT-00347,0,0.02741429766162338,0.7266269348862782,0,1
EVT-00348,0,0.025595167795770486,0.5081346380981684,0,1
EVT-00349,0,0.013327194157225488,0.2827013813119667,0,0
EVT-00350,0,0.027204970724302086,0.6291987102289129,0,1
EVT-00351,0,0.03520286367506429,0.6509039830562298,0,1
EVT-00352,0,0.020034408692543113,0.07641511939960118,0,0
EVT-00353,0,0.021247094271507106,0.32377653753067437,0,0
EVT-00354,0,0.0014957578296847197,0.043806517780935805,0,0
EVT-00355,0,0.020034408692543113,0.4169429941693168,0,0
EVT-00356,0,0.026520814695656283,0.6661174423179758,0,1
EVT-00357,0,0.008810857824550827,0.407750160885735,0,0
EVT-00358,0,0.018046330721281846,0.5483094267064336,0,1
EVT-00359,0,0.03343179221557956,0.6710370723215744,0,1
EVT-00360,0,0.001012406947890819,0.3246412894699199,0,0
EVT-00361,0,0.030459960292194874,0.6839549512227512,0,1
EVT-00362,0,0.0153383056325396,0.12574380935590004,0,0
EVT-00363,0,0.016541250789155384,0.41780274493742375,0,0
EVT-00364,0,0.02674431050194675,0.4993250740078858,0,0
EVT-00365,1,0.9698999048088965,0.5927230826103639,1,1
EVT-00366,0,0.024972918158496542,0.35575869018170225,0,0
EVT-00367,0,0.017342221159712606,0.4793937995901112,0,0
EVT-00368,0,0.01679200751654846,0.6370890936177408,0,1
EVT-00369,0,0.020076336269341712,0.7430251846251615,0,1
EVT-00370,0,0.02273325848746901,0.47534232256286646,0,0
EVT-00371,0,0.019818750813085106,0.5544181490508308,0,1
EVT-00372,0,0.019708997396588518,0.4407108599382844,0,0
EVT-00373,1,0.9634634766544709,0.5763460232468229,1,1
EVT-00374,0,0.02273325848746901,0.4602242746924131,0,0
EVT-00375,0,0.018862719781965173,0.7010233959649186,0,1
EVT-00376,0,0.0282960112179199,0.5052472148347097,0,1
EVT-00377,0,0.03292534873188304,0.21962757020171678,0,0
EVT-00378,0,0.013327194157225488,0.2827013813119667,0,0
EVT-00379,0,0.010135018300528636,0.4618598121460932,0,0
EVT-00380,0,0.021247094271507106,0.32377653753067437,0,0
EVT-00381,0,0.02867431019369501,0.3289025481080631,0,0
EVT-00382,0,0.02867431019369501,0.3289025481080631,0,0
EVT-00383,0,0.017393718922152752,0.644225782163018,0,1
EVT-00384,1,0.9711302592764618,0.3144826132998734,1,0
EVT-00385,0,0.024115126128656572,0.6740117406884308,0,1
EVT-00386,0,0.017065523856643557,0.7029130162730981,0,1
EVT-00387,0,0.021005282387554315,0.43739277547060434,0,0
EVT-00388,0,0.030827274889436387,0.6591134377869937,0,1
EVT-00389,0,0.022890802596805836,0.6074830790703438,0,1
EVT-00390,0,0.03111091324343743,0.6794185491010917,0,1
EVT-00391,0,0.021353075480719495,0.5551280582055161,0,1
EVT-00392,0,0.005786291410471153,0.39765968802650886,0,0
EVT-00393,0,0.023806783197126834,0.55940935384423,0,1
EVT-00394,0,0.028591231263572003,0.1896069149782107,0,0
EVT-00395,0,0.010620574513352132,0.4961257073786462,0,0
EVT-00396,1,0.8369303862944536,0.0657317611671437,1,0
EVT-00397,0,0.01594646955591719,0.4130869866855707,0,0
EVT-00398,0,0.01950973475027551,0.5120521389508366,0,1
EVT-00399,0,0.02154483128754622,0.6050858941413678,0,1
EVT-00400,1,0.9866222200781257,0.49222545163257175,1,0
EVT-00401,0,0.020034408692543113,0.4169429941693168,0,0
EVT-00402,0,0.013327937484700849,0.29390375114044764,0,0
EVT-00403,0,0.022890802596805836,0.6074830790703438,0,1
EVT-00404,0,0.01838838392077949,0.32887732010997683,0,0
EVT-00405,1,0.8472235939730051,0.4618598121460932,1,0
EVT-00406,0,0.0031242664895844287,0.07867845648437552,0,0
EVT-00407,0,0.02741429766162338,0.7266269348862782,0,1
EVT-00408,1,0.978328225649258,0.550431609878396,1,1
EVT-00409,0,0.026166914445329755,0.32970435041208684,0,0
EVT-00410,0,0.004815588664957366,0.35383139931114144,0,0
EVT-00411,0,0.008092699985070725,0.5713998674312024,0,1
EVT-00412,0,0.030625774950976917,0.5842623674676831,0,1
EVT-00413,0,0.0014957578296847197,0.043993716140941865,0,0
EVT-00414,0,0.005279692005943652,0.2939016981812846,0,0
EVT-00415,0,0.0011490183456710657,0.36638077175214356,0,0
EVT-00416,0,0.02154483128754622,0.6050858941413678,0,1
EVT-00417,0,0.014666807055174452,0.4622451647491098,0,0
EVT-00418,1,0.9358320470805264,0.2606343625697662,1,0
EVT-00419,0,0.020034408692543113,0.4169429941693168,0,0
EVT-00420,0,0.018046330721281846,0.5483094267064336,0,1
EVT-00421,1,0.8411043010510002,0.6157581023629323,1,1
EVT-00422,0,0.0,0.014811312899362966,0,0
EVT-00423,1,0.9192642466089299,0.29124893416638836,1,0
EVT-00424,1,0.9722299286701817,0.5168687129757308,1,1
EVT-00425,0,0.021241000832888355,0.5168687129757308,0,1
EVT-00426,0,0.015782834309343567,0.47694982073617886,0,0
EVT-00427,0,0.015782834309343567,0.47694982073617886,0,0
EVT-00428,0,0.01594646955591719,0.1358759049509317,0,0
EVT-00429,0,0.014135385268065136,0.3604379512872545,0,0
EVT-00430,0,0.017516626270912085,0.10922127381795607,0,0
EVT-00431,0,0.0011490183456710657,0.36638077175214356,0,0
EVT-00432,0,0.005673612954430005,0.03719194820569662,0,0
EVT-00433,1,0.9819941216756015,0.5424388347549982,1,1
EVT-00434,0,0.0153383056325396,0.12574380935590004,0,0
EVT-00435,0,0.01324579571065539,0.5315831003958744,0,1
EVT-00436,0,0.016954274473035,0.42943649605461776,0,0
EVT-00437,0,0.655090241588021,0.3246412894699199,1,0
EVT-00438,0,0.0014957578296847197,0.528496751551109,0,1
EVT-00439,0,0.021353075480719495,0.5551280582055161,0,1
EVT-00440,0,0.03111091324343743,0.6794185491010917,0,1
EVT-00441,0,0.025313115115326097,0.34520918292031566,0,0
EVT-00442,0,0.02612474470671336,0.2608494585258251,0,0
EVT-00443,1,0.9609546678305884,0.6618232883037343,1,1
EVT-00444,0,0.0011490183456710657,0.36638077175214356,0,0
EVT-00445,0,0.02273325848746901,0.47534232256286646,0,0
EVT-00446,0,0.0031242664895844287,0.07867845648437552,0,0
EVT-00447,0,0.017754282318099855,0.6664063155381525,0,1
EVT-00448,0,0.018046330721281846,0.5483094267064336,0,1
